  Tweets,Hasil
"Salma cepet2 berkarya, cepet2 punya stylish sendiri yg bs dibawa kemana2, ku lihat2 wardrobe hijabnya di TV ala kadarnya. Mungkin krn RCTI belum terbiasa dg artis idol hijaber.",1
"Masalah yg berantem lah. Netijen kan gitu. Ada 2 artis misalnya, becanda ledek2an, yg ribut nanti netijen, si artis udah kelar becanda, makan bareng, netijen masi berantem belain artis favorit nya.",0
"Katanya tersakiti, kok gak speak up kaya org2 atau artis lain yg memang benar2 di sakiti atau di selingkungin, kok di biarin aja ..maksud nya gimana ya apa memang sengaja ingin menjatuh kan secara perlahan atau memang kamu yg salah sehingga malu utk speak up, takut berbalik??🙄",-1
"Kalo dari 5 ini, Re sama Kenan sih..
Tapi asl! Film ini jadi tambah bagus juga karena pemeran pendukungnya artis/aktor gede semua..",1
"Abang ojol "" ini artis korea konser di indo karena di korea ga laku ya""
Aku lgs ""ga pak....dia terkenal banget udah konser dimana2 sampe ke amerika, artis kelas dunia"" 😂",0
"ingat ya,artis yang memerankan peran lgbt di dunia ini banyak dan mereka udah ada yang open sebagai part of LGBT.yah anda aja yang nggak tahu.emang nggak nikah sama couplenya di film tapi mereka ada banyak yang part of LGBT.ingat ya dia ngga pernah melebeli dirinya heteroseksual",0
"Tapi beda si ya 🤣 tim profesional sukanya artis yang berbakat, kalau management sukanya yang.... zzzz gak tau yang kek mana dah wkwkwkwk beda selera keknya",-1
"gatau tapi ngepas bgt in the exact time artis pada dateng, upload in the very first second kek gatahan bgt lol mana pake ht kek pengen engagement sekaleee",0
cuman di indo kayaknya crew ama dancer suga kdi artis top dadakan,0
Sudah berapa lama terbuka hasilnya gmn selama ini banyak yg korup kan bahkan dulu nya artis terkenal ganteng baik tapi korup juga jadi nggak ada jaminan juga terbuka bagus kan?,0
"Tagar pribadi Jungkook '
Jungkook adalah artis solo pertama dan satu-satunya di dunia yang mencatat 190 miliar penayangan.",0
"Gw sih berharap ada yang bawa masalah ini sampai ke meja hijau dengan sungguh sungguh, supaya lo belajar lagi masa Media berita sebesar itu gak melakukan penelitian dengan lebih mendalam? Wkwkw lucu banget dah lu kira Jaehyun tuh artis baru muncul apa. Semoga lu kapok.",-1
why ppl sooo obsessed with “pernikahan artis”???,0
"Semua artis yg cerei baru kali ini ikutan sedih :(, gakebayang Miska Megumi sama Miguel nya :(",1
"Lo coba lihat pas L dpt colab sama sunbaenya, respon beling gimana ? Kayak ktl kan. Nah si artis p0rn dpt colab buat ost f1lmnya pada seneng",0
Bjir kaya artis banh,0
Klo udah jadi artis mereka bakal berinteraksi dengan banyak orang broo.. Yuk kurang-kurangin OVTnya. Jadilah pendukung salmon yang lebih bijaksana,1
"Aku juga nolak Exo jadi brand ambasador produk indo. Soalnya nanti Exo di buat jadi alay, pake datang kerumah artis lain. Jijik aku lihat artis indonesia",-1
eh gw tau bgt tau ttg aliprilly aduh gw malu gw sesuka itu sm mereka kek cuma mrk couple artis yg gw tau bgt masalahnya lah trs sifatnya lah mrk pacaran brp lama aduh gw malu😭😭😭,-1
di kata dia artis ye 😭,0
"Dulu, jelang pilpres 2009 SBY ubah sistem di tengah jalan. Dr proporsional tertutup menjadi terbuka sekitar 4 bulan jelang pilpres. Keadaan aman2 saja. Malah parpol enak bisa tempatkan caleg terbaik di nomor urut jadi. Krn dlm sistim terbuka, yang menang pileg malah artis/pelawak",0
[Artikel] K-media melaporkan bahwa Jungkook adalah artis pertama dan satu-satunya di dunia yang melampaui 190 miliar penayangan pada tagar,0
"Ada organ tunggal di pondok dlm rangka ultah kyai, ngaji malem diliburin, santri cowok dilarang sarungan. Pertama dtg si artis organ tunggalnya seksi trs disuruh ganti pakean yg sopan &amp; dipinjemin kerudung sm santri. Santri cowok happy disuruh joget2, santri cewek sedih nangis2..",0
"Jangan mikirin artis yg penuh bintang dan uang.
Mikir aja diri sendiri dan keluarga biar lebih baik dimasa depan.",0
Berat makin berat kalo lawannya artis problematik.,0
"Interaksi artis Hybe memang cuma cowo cowo atau cowo cewe doang :"")",0
"Raffi ahmad, Anrez aja jadi bulan2an artis krn dia dikenal player. Salma cuma bilang Paul player dah fyp. Cowok seusia Paul malah lumrah kok sibuk menebar jaring kemana2😁. Justru yg terlalu anteng itu aneh; antara ga menarik atau gasuka lawan jenis.😁",1
"aku 8 taun wkwk, aku g pernah mbatasin diri utk ga nonton konten/denger lagu artis lain, just bcs I like 1 content of other artists doesn't mean I have to stan them, satu lagi aku menerapkan ini ""km ga hrs tau semua yg terjadi di fandom km, u can catch up later"", and bts is my 🏠",1
Artis Hollywood mengidap sindrom tourette terus bertambah. Lewis Capaldi yang sempat kambuh saat konser menambah jajaran artis yang mengidap sindrom tourette.,0
Jokowi berkunjung ke suatu daerah pasti ramenya melebihi artis dunia.,1
"Gue mimpi gue masi sekola, di smk gue ngadain pensi artisnya Smtown. Gue nyanyi nyanyi sampe nangis sama soalnya exo juga datang😭😭😭😭. Terus gue mikir juga ini sekolah banyak bgt duitnua bisa datengin artis SM😭",0
"masih gak habis pikir, ternyata ada ya fans orgil kyk gini. pengangguran kaya raya atau gimana sih sampe ngintilin artis 😅",-1
"Apalagi semenjak masalah yang lab putih itu idih, jijik kali aku sampe sekarang. Owner-nya malah belagak artis pulak dibanding artisnya sendiri. Udahlah banyak cingcong, banyak gaya, hadiah dari fb untuk shun kemaren gak sampe ke shun langsung. Bauk",-1
Saking hebohnya sampe dijadiin lagu sama anak artis,0
"Tak 'Happy Ending', Ini 7 Mantan Pasangan Artis Korea yang Sempat Bikin Baper Namun Berpisah",0
"Klo soal waktu si mami udh bikin statement juga kan kemarin, udh ngasi kompensasi juga ke agensi sm artis jd anggap aja itu udh clear.",1
Tua al senior tp emosian bru al..... Sekarang sudah Masanya akhiri pilih artis maka gak usah ngartis tp tunjukkan karyamu....,0
Jelas pilih tertutup !! 1. Supaya artis2 yg cuma jual tampang ga lagi jadi anggota legislatif.. Rugi rakyat gaji para artis yg auto mangap doank.. 2. Biar rakyat bisa dengan jelas melihat KWALITAS PARTAI dalam menentukan para legislatif yg duduk di DPR nantinya..,1
Di sini tuh jadi artis gampang ya wkwkwkw,0
"opini lo sampah, gua tau lu marah. tapi dengan lo ngedrag yang lain ga banget anjir, gila yaa. gua yakin lo kenal mereka aja ngga, semena-mena ngeraguin. kalo emang marah yaudah sih, protes sama agensi. bukan dengan di sebut-sebut kaya gini. kalo lewat di tl artis gimana lo gila-",-1
ini gk becus sama sekali dan gak ada protect buat nunew .Apalagi CEO nya cuma bisa bacot di ig klo dia peduli sma reputasi artis nya psti langsung keluarin klarifikasi resmi padahal udah ad bukti foto fans yg gila megang nunew tambah lgi nunew di fitnah,-1
"Apa yang mau diharepin dari masyarakat yang iq rata²nya segitu² aja. Kasih aja kasus artis, seminggu juga kelar. Dah pada lupa.",-1
"Malah artis n tokoh popular tsb yang bisa raup suara swing voters karna galiat partainya serasa diperas. Emang jaminan dia tetep bertahan ampe abis sementara PAW itu smua diserahin ke mekanisme partai. Apalagi PAW kita tau kan tergantung maunya Ketum, jatohnya bener. Sama aja",1
"udah ke spill, bahkan dari tim artis nyaa 😔",0
konser yg seru itu ketika gaada artis yang fomo nonton🫢,-1
Gmn ya kudunya org2 tuh kasian kl ada idola yg gbs active duty bahkan gbs basic training 💔 which means he is not okay... Udh ada artis yg sampe diberhentikan dr wml gara2 panic disorder &amp; depresi. Ada yg dipindah dr active duty ke public service gara2 itu jg 🥲,1
"Ini yg comment ngatain matre plis ya jgn samain gaya hidup lu sama artis, dia anaknya 3 menurut gw wajar sih 110jt perbulan itu jg masih tuntutan blm tentu dikabulin, lagian si lakinya aja mampu open BO 200jt masa buat anak masih peritungan 😑",-1
"Hadeh. Gws deh.
Diperdalam lagi ilmu etika jurnalistiknya mba. Gak cuma dibaca dan dihafal, tapi diterapkan. Terlepas dari kpop, kalo itu kejadian sama artis lokal, beneran dituntut sama ybs sukurin lu. Syukur dah Jh gatau.",1
"Cb pas full house, lawan artis gede² bahkan digital monster, tp tetep bisa dapet 359 PAK. Habis itu masih bisa blocking artis lain buat dapet PAK pdhl lagunya rilis udah hampir 2 bln yg lalu dan lawannya pun top grup gen 4 juga. Bangga bgt sama I AM 🫶🏻",1
mending nulis fanfiction drpd lu nulis hoax begitu. bikin image org rusak aja. artis luar lagi. blm pernah dirujak knetz kali ya? stop ngaku jurnalist kl ga bisa nulis berita bener. malu maluin aja.,-1
"Lebay banget, itu kalo lakinya bukan artis dan cuma orang biasa yang gajinya cuma UMK Jogja mau cari dimana uang 12M coba 😂",-1
ini sekelas artis duit banyak utk konsul ke dr spesialis. otaknya ceper bgt alias gk digunakan kah otak kau.,-1
"alay gaya kayak artis, sok selebritis norak norak abiez",-1
"Yang dilihat itu kinerja,background bukan gayanya klo ngomong. Sklian aja milih artis internasional klo mau kliatan lebih berwibawa",-1
dik kamu yang ketemu artis itu di sini kan ya,0
"kalo artis lokal bukan kewajiban kak, kecuali penyelenggaranya pemerintah",0
"cmiiw kakk, kalo konser artis internasional itu kewajiban. kalo artis lokal itu pilihan, kecuali kalo penyelenggaranya pemerintah. acuannya UU.",0
Even artis global semacam Beyonce dan Taylor Swift aja gak secepet ini sold outnya🤭 they are so unserious,0
"Ini dah di hapus belom artikel nya? Headline nya ga ngotak bgt anjg, clickbait mah clickbait aja tapi ya jgn sampe merugikan artis nya gini dong, apa yg ada di otak lo pas ngetik kata2 peleceh4n kaya gitu di kira ini sepele? gue emosi bgt anjg gue berharap nih media dpt sanksi",-1
"Orgil malah bikin artikel lagi, aturan pake foto yang bener juga kek. Jeje bukan artis sini yang bisa lu bikin headline seenaknya bloon lu penulis aneh",-1
"Gk smeua aryis indo sampah main generalisir aja lo, artis tua2 bnyak yg berprestasi macam angkatan nana mirdad, angkatannya widyawati dan titik puspa itu kan jarang skandal",1
"Mending lu cari artis generasi lawas macam elvi sukaesih ato indro warkop, titik puspa artis2 tua tanpa skandal",1
"Kalian ga bakal kehilangan experience, ga bakal kehilangan cerita, ga bakal kehilangan konten sosmed, kalian ga bakal kehilangan bagian dari hidup kalian satupun. Sedih itu sementara. Kalian tetap dapat hidup dengan bail walau melewatkan konser artis favorit kalian.",1
Para istri komika tanah air ini memiliki paras yang cantik dan gaya yang stylish. Ada yang berasal dari kalangan artis hingga model. Siapa saja?,0
"Masalahnya ondonesia bukan jepang, cina atau korea yg bisa cancel artis seenaknya bila artis kena skandal pajak, selingkuh, pornografi, narkoba",-1
"-mjb ka. Ku liat di MDL, doi cuma main 2 project. Kayaknya ga lanjut jadi artis
Sayang bgt padahal",1
"apapun konsernya nyanyi indonesia raya dulu sih setau aku, mau artis lokal atau luar juga",0
Emang setau aku artis sm kalo ke indo selalu pake garuda atau asiana.,0
"Kalian belum tentu kuat mentalnya seperti dia nder.. ketika accident di atas panggung itu sesuatu banget deh, dan banyak artis yg udh ngalamin kek gini.. so wise in the words..",1
Bapak nya parah masa gak tau artis ibu kota wkwkwk😂,-1
"Woy artis lu trending perkara koment2 ig doang nih
Tolong jgn pelit yah kpd kami😌",-1
"Agak ngeri sama orang-orang yang terlalu obsessed sama artis. Like, come on guys, just wake up. Kamu punya kehidupan nyata loh.",-1
"Asli, bapak ku sering bilang gini 😢
Mereka para artis/politikus jga manusia, mereka sama² makhluk Tuhan yg akan menerima peradilan. Cba gmn caranya minta maaf sama mereka? Sedangkan dosa kpd sesama anak adam baru bisa termaafkan kalau yg bersangkutan memaafkan.",0
Kagum sama Ai yang bisa cover dan niru suara artis yg random. Tapi sayangnya tidak bisa meng cover suara rakyat.,1
Template netizen indo kalo ada artis yg adem² kena masalah🤣,0
Hari ini artis yang mau ke Suvarnabhumi siapa deh,0
"Buset parah bener dah ini hate nya, Lyodra yg gak pernah peduliin haters aja sampe komen soalnya yg hate udah bawa2 mamanya sampe bilang myl**te jg. Paling bener collab sama artis lain aja dah kamu Ly, masih banyak yg antri kok kalo mau collab kedepannya.",-1
"Baru ini ada artis cerai ikut sedih. Klo emg pd akhirnya mreka cerai, smga suatu saat mreka bsa brsma(lg) dlm kndsi sdh sma2 mnjd lbih baik. Ingt bgt vincent mkasih2 ke caca krn ktemu caca tu nyelametin desta dr hal yg pling gelap😢",1
"Yang lagi rame sekarang ini bang bon ada salah satu BA atau talent e-sport membuat kata"" yg tidak sopan sama artis senior yang baru pertama kali kenal dan mungkin pertama kali ketemu dengan yaa bisa dianggap menghina fisik lah bisa dibilang",-1
perlu belajar sm mamih ni perihal bangun relasi🤣 salut sih biarpun bukan dari keluarga top yg punya banyak kenalan musisi ato artis tp anaknya bisa mulai sendiri.,1
"Untuk apa mencari kader dari kalangan artis yang BUTA dengan POLITIK, artis yang masuk ke partai umumnya mau cari penghasilan saja, agar tidak cape-cape bekerja siang dan malam.",-1
"3. Ngeship seorang artis dgn artis lainnya itu hak semua org ya, tapi gk usah copy paste terus2an juga komennya, trus sblm komen ya liat2 profile picturenya juga kali ya…",0
"Aku mimpi kak doy nge ""iya"" in rumornya dating sama artis lebih tua pas di tanya raffi😭😭",0
500jt minimal mukanya udh kaya artis gitu si🙏🏻🙏🏻,0
Kataku tidak. Artis-artis Indonesia aja banyak yang nikahnya masih terbilang muda 20-an.,0
Makasih udah jadi artis taeyong 🩵🩵,1
"Kata Yusril,klo terbuka,yg kepilih para artis yg sdh populer. Padahal gak jelas kwalitasnya.....",0
ini dia artis kita,0
jd inget kl mimpi nikah sm artis/org yg di suka itu kan bukan artisnya ya itu kan jin😢,0
Tp ada liat komenan krn ada artis nya pul jg ato dtg...🙈🙈 kl gt gw apus tkt salah 🤣🤣,0
"Gitu aja terus kayak artis sinetron ...
Nggak ada konsep kepemimpinan , nggak ada visi misi . Nggak berbunyi sama sekali.
Hanya cengengesan joget, lari Payah calon pemimpin otak sedang yang akan dikendalikan oligarki",-1
"Bangun2 udah drama lg, gak abis2 ini brand ya! Mana itu ceo tetep gak profesional, malah live ig, anda artis pak? Bikin official statement!",-1
"Betul.
Orang sudah kaya ingin tambah kaya dengan cara yang enak: misal dari👉artis modal muka terus jadi anggota DPR, 👉kolusi anak mantu pejabat biar jadi pejabat dengan mudah dan segala cara padahal tak layak, 👉seleb/""kyiai"" cuma bikin sensasi biar terkenal tanpa kerja keras.",0
Saya percaya sebagian artis Holywood melakukan ritual unt bisa tenar tapi yang ini ada direply,0
"Ya itu kan nikita willy, artis terkenal dengan harta berlimpah, bagaimana dengan ibu dan bapak mu?yang masih jadi beban negara(penerima subsidi) yang duit pas2an.makanan dibuang2 cari duit susah,mikir goblog🤣",-1
Army selalu patuh kl gk boleh ke bandara ya gk ke bandara dan lbh ke amankan privacy member bts..tp kl fans kpop mrk senang kl nge videoin ato ada yg share video artis mrk dibandara.. jd perbedaan nya spt itu.. 🤧🤧,1
Bahkan konser artis lokal indonesia juga wajib nyanyi indonesia raya. Kapan hari aku nonton konsernya tulus sama dewa 19 juga wajib nyanyi indonesia raya sebelum konser dimulai,0
"Viral skandal artis tiktok 😱
Cek link ada di ferofil di bio
bokep indo viral terbaru Vidio Indonesia colmek
Link Full Vidio ada di KOMENTAR: 🤤",-1
"Fakta lainnya ritual satanic dikalangan artis hollywood utk mencapai ketenaran,..",0
Mirip artis indo tp lupa namanya,0
"jgn samain gaya hidup artis sama u bang, beda jauh 😄😄😄😄🙏",0
Aaaaaaaaa waaawwwawaaw ini lesby favorit kita 😍😍✨✨🥰🤩🤩🤩 gemes bgt udah jadi artis iklan 🥹,1
Jadi maksud lo kalau gaada bukti udah gitu aja???? Lo tuh kerjanya apasih buat artis lo. Ngelindungin artis susah bgt giliran morotin artis kerja sana sini buat perut buncit lo lancar jaya stop bertingkah jadi korban fck,-1
"Pertama kenal di varshow Heroes 2010an, disitu jd temen deket meski beda umur 10th, trus ngedrama bareng drama keluarga You're The Best Lee Soonshin (50 eps 2013an), dan sampe sekarang masih bestfriend banget, salah satu pertemanan artis korya yg iconic",1
"nih, ga cuman buat mba nya aja...
buat seluruh jurnalis jg mbok ya kalo bikin berita itu ga cuman asal bikin. gw ngomong kaya gini, juga karena mmg udah banya berita² melenceng contohnya aja ky kasus mba nya ini. kadang artis lokal aja ada korbannya—",0
"Dari kisah RT artis kita belajar, MAPAN saja tidak cukup untuk membina sebuah hubungan masih ada yang kurang...Tujuan itu penting,mau dibawa kmn?mau seperti apa?atas dasar apa?...betul CINTA butuh makan,healing,perhiasan,mobil,rumah dll tp itu bukan yang UTAMA...",0
"Baru kali ini ngerasa sedih ngeliat perceraian artis.. siapa lagi kalo bukan Desta ma Caca.
Seumur2 baru kali ini berasa ikut patah hati, padahal mereka kenal aku juga endak 🫠",1
Selamat ngevote artis pro,0
"Ga habis pikir ada yg blg Inara matre dan layak ditinggalin? 🤷🏻‍♀️
Like bro, stop putting them on ur shoes. Dia bayar apart = blm ada rumah tetap. Anak ada 3. Bayar pendidikan sebulan 3 jt cukup wajar untuk ""anak artis"" yg sekolah di swasta. Masa iya abis dicere trs Inara dan anak-",1
"Kurang dari 100 hari, cupid berhasil menempati posisi kedua artis kpop wanita tercepat. 'Saya ragu mengatakan ini, tapi saya rasa saya harus tetap mengatakan, jika diluar fandom FIFTY FIFTY mendapatkan banyak cinta, next comeback mari berjuang lebih keras.
Sc:",0
"Terus keinget kalo mau ketemu artis yang kerja bareng, gue harus dandan dan oke look nya juga, karena nama kita juga ikut dijual sama mereka",1
info batminton gor banyuraden bersama artis korea,0
klo gtu lu ngefans sm artis indo aja ya anjing dripd sm artis korea gk dinotice,-1
"Ini biar apa yah ? Merasa keren yah dengan opini seperti ini ? Padahal bisa lho muji artis tanpa jatuhin artis lain, tpi emang jiwa hatter nya udah ada banget sih dan keliatannya itu yg dia ingin banggakan. Salam playing victim🙏",-1
"gua panjang ngejelasin nya juga, pasti lo paham mba kurang""in begitu mba, jangan karna lo indonesia di banned gabisa para artis kpop kesini, dan jangan karna lo jaehyun ga suka fansnya di indonesia jgn buat malu lagi mba pakai akal buat gitu lagi",-1
"mba lo tau kan jadi artis berat, lo tau kan kalau ada yang ngasih berita buruk begitu dampak sama mereka gimana? jangan lo ikut fanmeeting dojaejung doang tapi lo gatau dampak dampak nya bagi mereka",0
"Ebusechh dia gak tau adul kali yak, biar kecil juga, artis senior itu. Dari zaman video clipnya S07 udah muncul.",1
"Waktu itu aku Nemu AU greshan
Ceritanya ci gre sama ci Shani nya itu artis tapi masih on going aku lupa judulnya apa ada yang tau GK pliss...",0
"besok kalo media ini ngajak wawancara artis SM, jangan di ACC!!",-1
Iya berasa artis gw jadinya,0
kenapa sih ni artis yg gue suka kalo ga pada mau wamil pada retire 😭,0
"Maksud dari orang yang bilang idolanya itu bisa dijangkau, artinya sosoknya si idola terlihat kayak orang biasa dan malah ga seperti artis, kan? Kalau bener artinya gitu, aku sekarang bisa relate semenjak lihat foto Ryujin yang ini. 🫠",0
alay kayak kayak artis sok selebritis,-1
mau impression suara aja deh. soalnya bentukannya sama persis kaya di video². Suaranya berat khas om om banget. Auranya bersahabat gitu baik gemes. Gatau deh kemarin nonton berasa nonton artis indo saking berasa deket. kaya ma bro 😭 (padahal ga kenal pribadi wkwkwk),1
"Gatau kak, lebih kayak grogi.. 😭
Tapi cuma berlaku buat BTS sama TXT aja. Kalau ngeliat temen, artis lain, bahkan orang yang ak suka beneran gak pernah berlaku.. ☹️",0
dari sekian lama gua gapengen suka sm org kenapa sekalinya suka SAMA ARTIS THAILAND. ayo jelaskan :D jatuh cinta sama artis itu benar atau salah?? salah! awojawokawok,-1
hijrahnya artis knp jd wahabi sih,-1
"yaampun artis skrng2 pada kenapa sih.. Roy, ivan, dan sekarang deddy.. Padahal punya muka bener2.. Kenapa dirusak sih",-1
Pengen nongkrong sama teo tapi skrg dia udh jadi artis,0
"Berharap pas acara lazada nanti, ada moment win sama artis lain yg paling pengen sih liat interaksi sama gemini😭😭",1
"Lu dimintain follback bukan ditagihin bansos, Base rp lama2 ky akun artis.",-1
dipikir Yoasobi artis ecek2 kh? 😭😭😭,0
"Trus lo heran dan iri sma fans jpn yg selalu di notice? Knpa harus iri. Sorry nih bicara realistisnya aja. Mereka itu kerja mba, nyari duit. Tau ga kalo fans jpn royal banget, mereka ngeluarin duit jor-joran buat artis yg disuka. Ya wajar aja kalo srg di notice, wong sumber cuan.",1
"Base rp aja belagu lu wkwkwk.
Udah ngalah2in artis aja. Lu gada folls juga ga bakal jalan tu bes.",-1
Mengutarakan kesedihan boleh-boleh aja. Tapi cara yg lo pake salah banget. Capek atuh mba kalo artis bales semua reply yg ada di wv😔😔,0
Ngapain bedain sama artis kalo kita pacar artis? JINJJA,1
kata mama janganlah kita bandingin sama artis beb,0
"Jodoh tuh rahasia Ilahi, beneran deh. Tapi nggak boleh jahat sama diri sendiri. Jangan bandingin sama artis udah, yang ada stress doang. Hargain diri sendiri, kita semua punya value yang berarti kok nggak mesti heboh kayak selebriti.",0
"yang dibecandain spj buan cuma antar temen temennya doang tapi org lain juga. lagian spj tu cuma salah satu contoh aja org org ml yang sama aja kaya gt. kalo vior semua kalangan, scripted, &amp; lolos edit berarti artis a nya jg udah tau sblm kejadian.",-1
"Dulu kontak gua dikit, skrng sengaja gua sv sv in kontak lu pada, kan gua gak tau ke depannya lu jadi apa. Tiba"" lu jadi artis kan lumayan gua udh punya nomer artis wkwkw",1
Apalagi owner product itu bbrp kali suka ngasih artis/ba di front row trs suka foto/ bikin content bareng dngn artis lokal di backstage. Ga bgt sumpah,-1
"Bigbang kemaren sih skip semua yah. Kalo artis YG yang lain Inki wajib, Mucore &amp; mcd sunnah, sisanya haram",-1
Salah satu cara main ke rumah artis bagi kita kaum sipil,0
nder cowo kamu artis koreaaah?,0
windah artis bukan? DIA LUCU BGT,1
Mana ada maling ngaku Protect your artis!!!!,-1
"kalo support girlband/idol group yang membernya underage dibilang pedo, tapi kok orang-orang malah normalize ngefans anak artis (even yang masih bayi) :v
eh, apa itu dua hal yang berbeda ya?",0
"Kau beruntung punya ibu seperti itu. Ibuku dulu ibu muda punya aku (anak pertama) diusia 21tahun. Dia sangat cantik (pernah hampir jd artis tp dibujuk bokap tiri dijanjiin uang sekian biar gak terjun), anyway dia tidak seperti ibumu, dia dari selalu hanya peduli tentang dirinya-",0
"Gatau kenapa baru ngerasain sesuka ini sm artis indo. Yes she's a great singer, cinta bgt sm semua lagunya. Kmrn nonton sekali jd bulat tekad buat ngundang pas nikah nanti🙏🏻 semoga ketemu jodohmya dan ga makin mahal ya mahalini🥲",1
"Kurang kuranginlah ngomentari hal hal yang kita tahunya cuma sedikit. Dikurangi juga ngurusin hidup orang, apalagi artis itu tinggalnya jauh, kalau misal salah ngomong ga bisa ketemu pas lebaran buat minta maaf. Sing normal normal aja laah, ojo kabeh diajak gelut 🥲🥲🥲🥲",1
"jurnalis kan, masa sih ga pernah update apapun soal artis siapa atau apa yang akan dia tulis. lo sadar betul dong waktu buat artikel itu? karena ga mngkn seorang jurnalis ga berusaha buat mencari tau suatu hal yg bakal dia kerjakan? pasti nyari tau, iya kan? tapi lo tetep nekat",-1
"Dan utk lu, lae Jansen, kalau sampai sistem terbuka dan ada artis yg nyaleg dan lu ikutan nyaleg, gue yakin lu akan kalah jauh. Walaupun lu udah lama jadi kader partai, tapi kalah populer sama si artis. Lu akan jadi pecundang selamanya. Paham lae. 😂😂😂",-1
"Keinget omongannya Raditya Dika, AdSense dr video kelahiran anak pertamanya, udah bisa buat balikin biaya lahiran. Padahal saat itu viewsnya baru puluhan ribu. Dan biaya melahirkan anak artis di RS mahal, contoh, 30 jutaan. Dia bilang udah nutup, apalagi yg views ratusan juta.",0
"Diliatin sama orang-orang, berasa artis dadakan 🫣",0
kok artis korea kl ke indo di kasih makanan trs sih mending kasih gw ajahhHhh nih hyun (jaehyun,0
"gw begitu, followin artis-artis",0
"Jadi artis itu ribet kata rafathar 🫣
.. Tidur",0
"Kalo di ksh contoh bukan artis pst pada ga kenal, kasus langka. Dikasih artis pada bilang krn mereka level dewa. Gmn ya padahal kalo dibaca pelan2, it says no matter who you are, you worth the love, tanpa pandang umur. Dan bnyk case dating +30, misal:",1
"Bisa, pijat pembukuh darah karotis d leher, itu cara yg dngunakan buat kasus² jantung dengan ritme cepat sehingga jantung spt direst (berhenti sementara) lalu balik melambat
Nah skr kl itu d lakukan d orng sehat ya kemungkinan sudden deathnya tinggi",0
Nah gimana nih? Masa reputasi artis anda tidak dipertimbangkan juga sih hayoloh mbaa,-1
"no mereka ga bakal nurutin kemauan kfans, gue harap enha &amp; belift masi dengan prinsip mereka sejak awal. jangan mau kalah sama fans, jangan sampe fans ngatur semua yg harus dilakukan artis",1
"Brand lu jelek anjing, ngambil benefit dari fans kaga minta maaf, ngejelek-jelekin artist, trus staff lu fitnah si artis ga pake mikir, boycott aja anjir brand jelek sialan",-1
"Emang buta sampe ke akar, terlalu banyak artis yg di urus jd pusing kali 🤷berani berbuat gak berani bertanggung jawab HAHA",-1
ngomongin joni sebenernya enakan OT emang si mahal cuman kalo ada artis atau guest emang segituan gasi? tp kan itu bukan harga meja tp lu min payment segitu bisa ber4. kalo semeja minum semua gak berasa sebenernya.,0
"Sorry oot ada yg tau AU nomin yg JN sma JM udah pacaran nah JNnya tuh jd training biar cepat debut dianya selingkuh, si JM ini tau dia marah banget abis itu mereka putus. JNnya nyesel merasa bersalah trus dan selang beberapa tahun JMnya jadi artis pendatang baru.",0
keknya ni jadi artis indo kedua yg aku fans setelah bg fadil x pak muh deh😭😭😭,1
Tuhan aku pengen jadi artis huhuhu :),1
Tapi jadi mirip artis korea,1
Kirain artis K-Pop rupanya cuma lagi cosplay 🙏,1
"Soalnya ya rada janggal juga, kalau dipantau rata - rata aktor - aktor itu yang jadi tukang unboxing mulu. Seakan artis baru jatahnya aktor - aktor tersebut.
Nah yang good looking kaya Yuta atau yang lain jarang banget jadi tukang Unboxing.",0
Berita berita makin gak mutu.. Hubungan rumah tangga artis yg lagi adu mekanik perkara imbas urusan kelamin berbuntut tagihan gono gini menjadi inspirasi muda mudi masa kini.. Emang anjeeeng,-1
"dr sekian bnyak artis yg mau ceraii sy gapernah sdihh, tp knapa yg ini ikutan sdih sm galauu😔.
tp gapapaa semogaaa ttp jadi orang tuaa yg baik buat trioo stronggg",1
"Over.. pernah ada followers gue gt, gue auto unfoll. Enak aja lu artis kah🥲 ya mungkin lg masa2 bucin akutnya, ntr putus juga difollow lg semua hahah. Biarin aja karena yg begini bakal ada masa lelahnya",-1
"Jeleknya terbuka tuh jd bnyak artis nyalonin karna udah punya follower… 🤣tp klo artisnya macem rieke, dede yusuf, deddy m dkk oke lah…",0
ngeliat komenan netizen julid di akunnya slh satu artis yg kusuka sedih bgt manusia ko pada jahad2 bgt yaa🥲,-1
"perth dulu gabung boygroup namanya tempt. sempet gabung project ""boyfriend"" &amp; rilis single sama partnernya, ofc konsernya juga ikut. terus tampil di konser fantopia sebagai artis termuda yg ada di konser itu. perth juga ngisi beberapa ost untuk series + sering cover beberapa lagu",1
"lagian ya kalian tuh suka claiming bts another level lah pencapaian nya ini itu billboard lah tapi knp sng bgt bandingin sm artis lain yg menurut kalian gak selevel sih? bandingin lah sm artis yg selevel sm bts aja.
kalo gak ada yg selevel bts ya diem aja lu gak di ajak berarti.",-1
Km nie artis papan atas eank lgie kambek masa crie diskonannn,0
"campur cokkk, ada fans artis indo jg ada si lumut jg.",-1
"Scrandal Viral artis ( Rebecca virall bareng mantan pacar 47 detik full di komentar)
jangan lupa cek video bokep Update di
bokep indo video colmek dan bokep Rebecca prank ojol
Full video di komentar ✅",-1
"Kebanyakan foto mereka itu ga good looking. Cuma, yg good looking (hasil angle+style) satu diantara banyaknya yg ga good looking, yg biasanya mereka share, dan yg kameramen acara (yg ada para artis termasuk mereka), share.",-1
